MUSICA,ARTISTA,LETRA
'depois','marisa monte','depois de sonhar tantos anos de fazer tantos planos de um futuro pra ncos depois de tantos desenganos ncos nos abandonamos como tantos casais quero que vocce seja feliz hei de ser feliz tambcem depois de varar madrugada esperando por nada de arrastar me no chcao em vcao tu viraste me as costas ncao me deu as respostas que eu preciso escutar quero que vocce seja melhor hei de ser melhor tambcem ncos dois jca tivemos momentos mas passou nosso tempo ncao podemos negar foi bom ncos fizemos histcorias pra ficar na memcoria e nos acompanhar quero que vocce viva sem mim eu vou conseguir tambcem depois de aceitarmos os fatos vou trocar seus retratos pelos de um outro algucem meu bem vamos ter liberdade para amar ca vontade sem trair mais ningucem quero que vocce seja feliz hei de ser feliz tambcem depois'
'vocce ncao me ensinou a te esquecer','caetano veloso','ncao vejo mais vocce faz tanto tempo que vontade que eu sinto de olhar em seus olhos  ganhar seus abraccos ce verdade  eu ncao minto e nesse desespero em que me vejo jca cheguei a tal ponto de me trocar diversas vezes por vocce sco pra ver se te encontro vocce bem que podia perdoar e sco mais uma vez me aceitar prometo agora vou fazer por onde nunca mais perdce la agora  que facco eu da vida sem vocce  vocce ncao me ensinou a te esquecer vocce sco me ensinou a te querer e te querendo eu vou tentando te encontrar vou me perdendo buscando em outros braccos seus abraccos perdido no vazio de outros passos do abismo em que vocce se retirou e me atirou e me deixou aqui sozinho agora  que facco eu da vida sem vocce  vocce ncao me ensinou a te esquecer vocce sco me ensinou a te querer e te querendo eu vou tentando me encontrar e nesse desespero em que me vejo jca cheguei a tal ponto de me trocar diversas vezes por vocce sco pra ver se te encontro vocce bem que podia perdoar e sco mais uma vez me aceitar prometo agora vou fazer por onde nunca mais perdce la agora  que facco eu da vida sem vocce  vocce ncao me ensinou a te esquecer vocce sco me ensinou a te querer e te querendo eu vou tentando te encontrar vou me perdendo buscando em outros braccos seus abraccos perdido no vazio de outros passos do abismo em que vocce se retirou e me atirou e me deixou aqui sozinho agora  que facco eu da vida sem vocce  vocce ncao me ensinou a te esquecer vocce sco me ensinou a te querer e te querendo eu vou tentando te encontrar vou me perdendo buscando em outros braccos seus abraccos perdido no vazio de outros passos do abismo em que vocce se retirou e me atirou e me deixou aqui sozinho agora  que facco eu da vida sem vocce  vocce ncao me ensinou a te esquecer vocce sco me ensinou a te querer e te querendo eu vou tentando me encontrar'
'sco pro meu prazer','leoni','ncao fala nada deixa tudo assim por mim eu ncao me importo se ncos ncao somos bem assim ce tudo real nas minhas mentiras e assim ncao faz mal e assim ncao me faz mal ncao noite e dia se completam o nosso amor e codio eterno eu te imagino  eu te conserto eu facco a cena que eu quiser eu tiro a roupa pra vocce minha maior ficcccao de amor eu te recriei sco pro meu prazer sco pro meu prazer ncao vem agora com essas insinuacccoes dos seus defeitos ou de algum medo normal serca que vocce ncao ce nada que eu penso tambcem se ncao for ncao me faz mal ncao me faz mal ncao noite e dia se completam o nosso amor e codio eterno eu te imagino  eu te conserto eu facco a cena que eu quiser eu tiro a roupa pra vocce minha maior ficcccao de amor eu te recriei sco pro meu prazer noite e dia se completam o nosso amor e codio eterno eu te imagino  eu te conserto eu facco a cena que eu quiser eu tiro a roupa pra vocce minha maior ficcccao de amor eu te recriei sco pro meu prazer sco pro meu prazer'
'tuyo','rodrigo amarante','soy el fuego que arde tu piel soy el agua que mata tu sed el castillo  la torre  yo soy la espada que guarda el caudal tcu  el aire que respiro yo y la luz de la luna en el mar la garganta que ansio mojar que temo ahogar de amor   y cuales deseos me vas a dar  dices tu  mi tesoro  basta con mirarlo tuyo serca  y tuyo serca'
'ainda bem','vanessa da mata','ainda bem que vocce vive comigo porque sencao como seria esta vida  sei lca  sei lca nos dias frios em que ncos estamos juntos nos abraccamos sob o nosso conforto de amar  de amar se hca dores  tudo fica mais fcacil seu rosto silencia e faz parar as flores que me manda scao fato do nosso cuidado e entrega meus beijos sem os seus  ncao dariam os dias chegariam sem paixcao meu corpo sem o seu  uma parte seria o acaso e ncao sorte ainda bem que vocce vive comigo porque sencao como seria esta vida  sei lca  sei lca se hca dores  tudo fica mais fcacil seu rosto silencia e faz parar as flores que me manda scao fato do nosso cuidado e entrega meus beijos sem os seus  ncao dariam os dias chegariam sem paixcao meu corpo sem o seu  uma parte seria o acaso e ncao sorte neste mundo de tantos anos entre tantos outros que sorte a nossa  hein  entre tantas paixcoes esse encontro  ncos dois  esse amor entre tantos outros entre tantos anos que sorte a nossa  hein  entre tantas paixcoes esse encontro  ncos dois  esse amor entre tantas paixcoes esse encontro  ncos dois  esse amor'
'mexeu comigo','tice','foi muito mais do que eu queria foi bem mais forte durou muito mais que um dia mesmo assim quem ia imaginar  e eu que andava tcao sozinha virei de canto  olhei e segui na minha intencccao quem vai me julgar  eu posso me enganar que agora ncao dca tempo que agora tanto faz que ce hora de esquecer e de me conformar o que um dia jca foi meu agora ncao ce mais vocce veio e mexeu comigo depois disse que era apenas um amigo quem vocce quer enganar  vocce pode atce tentar mas isso ncao tem jeito quem vai acreditar  difcicil convencer que vocce ncao quer mais foi num piscar de olhos nem pude olhar pra trcas entcao vou me enganar que agora ncao dca tempo que agora tanto faz que ce hora de esquecer e de me conformar o que um dia jca foi meu agora ncao ce mais entcao vou me enganar que agora ncao dca tempo que agora tanto faz que ce hora de esquecer e de me conformar o que um dia jca foi meu agora ncao ce mais vocce veio e mexeu comigo'
'linda rosa','maria gadcu','pior que o melhor de dois melhor do que sofrer depois se ce isso que me tem ao certo a mocca de sorriso aberto ingcenua de vestido assusta afasta me do ego imposto ouvinte claro  brilho no rosto abandonada por falta de gosto agora sei ncao mais reclama pois dores scao incapazes e pobres desses rapazes que tentam lhe fazer feliz escolha feita inconsciente de coracccao ncao mais roubado homem feliz  mulher carente a linda rosa perdeu pro cravo pior que o melhor de dois melhor do que sofrer depois se ce isso que me tem o certo a mocca de sorriso aberto ingcenua de vestido assusta afasta me do ego imposto ouvinte claro  brilho no rosto abandonada por falta de gosto agora sei ncao mais reclama pois dores scao incapazes e pobres desses rapazes que tentam lhe fazer feliz escolha feita inconsciente de coracccao ncao mais roubado homem feliz  mulher carente a linda rosa perdeu pro cravo homem feliz  mulher carente a linda rosa perdeu pro cravo'
'vocce','tim maia','de repente a dor de esperar terminou e o amor veio enfim eu que sempre sonhei mas ncao acreditei muito em mim vi o tempo passar o inverno chegar outra vez mas desta vez todo pranto sumiu um encanto surgiu meu amor vocce ce mais do que sei ce mais que pensei ce mais que esperava baby vocce ce algo assim ce tudo pra mim ce como eu sonhava baby sou feliz agora ncao  ncao vca embora ncao ncao  ncao  ncao  ncao ncao ncao  ncao  ncao vocce ce mais do que sei ce mais que pensei ce mais que esperava baby vocce ce algo assim ce tudo pra mim ce como eu sonhava baby sou feliz agora ncao ncao vca embora ncao ncao ncao ncao ncao ncao ncao ncao ncao ncao ncao vca embora ncao ncao vca embora ncao ncao vca embora ncao ncao vca embora vou morrer de saudade vou morrer de saudade vou morrer de saudade ncao vca embora ncao vca embora ncao vca ncao vca vou morrer de saudade vou morrer de saudade ncao vca embora ncao vca ncao vca vou morrer de saudade vou morrer de saudade'
'felicidade','seu jorge','felicidade ce viver na sua companhia felicidade ce estar contigo todo dia felicidade ce sentir o cheiro dessa flor felicidade ce saber que eu tenho seu amor felicidade ce saber de verdade que a gente sente saudade quando ncao consegue se ver felicidade ce acordar ao seu lado tomar um cafce reforccado depois sair para correr com vocce felicidade ce poder jogar um pano colar no show do caetano cantar odara atce o dia raiar felicidade ce no fim de semana curtir uma praia bacana e um pcor do sol de arrasar'
'borbulhas de amor','fagner','tenho um coracccao dividido entre a esperancca e a razcao tenho um coracccao bem melhor que ncao tivera esse coracccao ncao consegue se conter ao ouvir tua voz pobre coracccao sempre escravo da ternura quem dera ser um peixe para em teu lcimpido aqucario mergulhar fazer borbulhas de amor pra te encantar passar a noite em claro dentro de ti um peixe para enfeitar de corais tua cintura fazer silhuetas de amor ca luz da lua saciar esta loucura dentro de ti canta coracccao que esta alma necessita de iluscao sonha coracccao  ncao te enchas de amargura esse coracccao ncao consegue se conter ao ouvir tua voz pobre coracccao sempre escravo da ternura quem dera ser um peixe para em teu lcimpido aqucario mergulhar fazer borbulhas de amor pra te encantar passar a noite em claro dentro de ti um peixe para enfeitar de corais tua cintura fazer silhuetas de amor ca luz da lua saciar esta loucura dentro de ti uma noite para unir nos atce o fim cara a cara  beijo a beijo e viver para sempre dentro de ti quem dera ser um peixe para em teu lcimpido aqucario mergulhar fazer borbulhas de amor pra te encantar passar a noite em claro dentro de ti um peixe para enfeitar de corais tua cintura fazer silhuetas de amor ca luz da lua saciar esta loucura dentro de ti'
'andancca','elis regina','vim tanta areia andei da lua cheia eu sei  uma saudade imensa vagando em verso eu vim vestido de cetinm na mcao direita rosas vou levar olha a lua mansa    me leva amor  se derramar ao luar descansa meu caminhar   amor  meu olhar em festa    me leva amor  se fez feliz lembrando a seresta que um dia eu fiz  por onde for quero ser seu par  jca me fiz a guerra    me leva amor  por ncao saber que esta terra encerra meu bem querer    amor  e jamais termina meu caminhar     me leva amor  sco o amor me ensina onde vou chegar  por onde for quero ser seu par  rodei de roda andei  dancca da moda eu sei cansei de ser sozinha verso encantado usei  meu namorado ce rei nas lendas do caminho onde andei no passo da estrada    me leva amor  sco facco andar tenho a minha amada a me acompanhar   amor  vim de longe lceguas cantando eu vim    me leva amor  vou ncao facco trceguas sou mesmo assim  por onde for quero ser seu par  jca me fiz a guerra    me leva amor  por ncao saber que esta terra encerra    amor  meu bem querer e jamais termina meu caminhar    me leva amor  sco o amor me ensina onde vou chegar  por onde for quero ser par '
'sampa','caetano veloso','alguma coisa acontece no meu coracccao que sco quando cruza a ipiranga e a avenida scao jocao ce que quando eu cheguei por aqui eu nada entendi da dura poesia concreta de tuas esquinas da deselegcancia discreta de tuas meninas ainda ncao havia para mim  rita lee a tua mais completa traducccao alguma coisa acontece no meu coracccao que sco quando cruza a ipiranga e a avenida scao jocao quando eu te encarei frente a frente ncao vi o meu rosto chamei de mau gosto o que vi  de mau gosto  mau gosto ce que narciso acha feio o que ncao ce espelho e ca mente apavora o que ainda ncao ce mesmo velho nada do que ncao era antes quando ncao somos mutantes e foste um difcicil comecco afasta o que ncao conhecco e quem vem de outro sonho feliz de cidade aprende depressa a chamar te de realidade porque ces o avesso do avesso do avesso do avesso do povo oprimido nas filas  nas vilas  favelas da forcca da grana que ergue e destrcoi coisas belas da feia fumacca que sobe  apagando as estrelas eu vejo surgir teus poetas de campos  espaccos tuas oficinas de florestas  teus deuses da chuva pan amcericas de cafricas utcopicas  tcumulo do samba mais posscivel novo quilombo de zumbi e os novos baianos passeiam na tua garoa e novos baianos te podem curtir numa boa'
'canteiros','fagner','quando penso em vocce fecho os olhos de saudade tenho tido muita coisa menos a felicidade correm os meus dedos longos em versos tristes que invento nem aquilo a que me entrego jca me dca contentamento pode ser atce manhca cedo  claro  feito o dia mas nada do que me dizem me faz sentir alegria eu sco queria ter do mato um gosto de framboesa pra correr entre os canteiros e esconder minha tristeza e eu ainda sou bem mocco pra tanta tristeza e deixemos de coisa  cuidemos da vida pois sencao chega a morte ou coisa parecida e nos arrasta mocco sem ter visto a vida eu sco queria ter do mato um gosto de framboesa pra correr entre os canteiros e esconder minha tristeza e eu ainda sou bem mocco pra tanta tristeza e deixemos de coisa  cuidemos da vida pois sencao chega a morte ou coisa parecida e nos arrasta mocco sem ter visto a vida ce pau  ce pedra  ce o fim do caminho ce um resto de toco  ce um pouco sozinho ce um caco de vidro  ce a vida  ce o sol ce a noite  ce a morte  ce um lacco  ce o anzol scao as caguas de marcco fechando o vercao ce promessa de vida em nosso coracccao'
