MUSICA,ARTISTA,LETRA
'retrato da vida','djavan','esse matagal sem fim essa estrada  esse rio seco essa dor que mora em mim ncao descansa e nem dorme cedo o retrato da minha vida ce amar em segredo ncao quer saber de mim e eu vivendo da tua vida deus no cceu e vocce aqui a esperancca ce quem me abriga esses campos ncao tardam em florir jca se espera uma boa colheita e tudo parece seguir fazendo a vida tcao direita mas e vocce o que faz que ncao repara no chcao por onde tem que passar e pisa em meu coracccao  o teu beijo em meu destino era tudo o que eu queria ser teu homem  teu menino o ser amado de todo dia '
'sabica','chico buarque','vou voltar sei que ainda vou voltar para o meu lugar foi lca e ce ainda lca que eu hei de ouvir cantar uma sabica vou voltar sei que ainda vou voltar vou deitar ca sombra de um palmeira que jca ncao hca colher a flor que jca ncao dca e algum amor talvez possa espantar as noites que eu ncao queira e anunciar o dia vou voltar sei que ainda vou voltar ncao vai ser em vcao que fiz tantos planos de me enganar como fiz enganos de me encontrar como fiz estradas de me perder fiz de tudo e nada de te esquecer vou voltar sei que ainda vou voltar e ce pra ficar sei que o amor existe ncao sou mais triste e a nova vida jca vai chegar e a solidcao vai se acabar e a solidcao vai se acabar'
'me deixas louca','elis regina','quando caminho pela rua lado a lado com vocce me deixas louca e quando escuto o som alegre do teu riso que me dca tanta alegria me deixas louca me deixas louca quando vejo mais um dia pouco a pouco entardecer e chega a hora de ir pro quarto escutar as coisas lindas que comeccas a dizer me deixas louca quando me pedes por favor que nossa lcampada se apague me deixas louca quando transmites o calor de tuas mcaos pro meu corpo que te espera me deixas louca e quando sinto que teus braccos se cruzaram em minhas costas desaparecem as palavras outros sons enchem o espacco vocce me abracca  a noite passa e me deixas louca'
'mora na filosofia','caetano veloso','eu vou te dar a deciscao botei na balancca e vocce ncao pesou botei na peneira e vocce ncao passou mora na filosofia pra que rimar amor e dor se seu corpo ficasse marcado por lcabios ou mcaos carinhosas eu saberia  ora vai mulher  a quantos vocce pertencia ncao vou me preocupar em ver seu caso ncao ce de ver pra crer ta na cara'
'forrco ncumero 1','luiz gonzaga','sanfona velha do fole furado sco faz fum  sco faz fum mesmo assim o cavalheiro faz um refungado e o coracccao da morena faz tum  tum o sanfoneiro animado puxa o fole depois de tomar um gole de rum e haja fum  haja fum  haja fum  forrco com esse fole ce forrco ncumero 1 vem gente de todo lado conhecer o sanfoneiro porque ele ce o primeiro a tocar no fole furado em pouco tempo jca comecca o zum  zum  zum sanfona veia assim ncao se vce em canto nenhum e haja fum  haja fum  forrco com esse fole ce forrco ncumero 1'
'aquele abracco','tim maia','o rio de janeiro continua lindo o rio de janeiro continua sendo o rio de janeiro  fevereiro e marcco alco  alco  realengo   aquele abracco  alco  torcida do flamengo   aquele abracco  chacrinha continua balanccando a pancca e buzinando a mocca e comandando a massa e continua dando as ordens no terreiro alco  alco  seu chacrinha   velho guerreiro alco  alco  terezinha  rio de janeiro alco  alco  seu chacrinha   velho palhacco alco  alco  terezinha   aquele abracco  alco  mocca da favela   aquele abracco  todo mundo da portela   aquele abracco  todo mces de fevereiro   aquele passo  alco  banda de ipanema   aquele abracco  meu caminho pelo mundo eu mesmo tracco a bahia jca me deu rcegua e compasso quem sabe de mim sou eu   aquele abracco  pra vocce que meu esqueceu   aquele abracco  alco  rio de janeiro   aquele abracco  todo o povo brasileiro   aquele abracco '
'o bcebado e a equilibrista','jocao bosco','cacia a tarde feito um viaduto e um bcebado trajando luto me lembrou carlitos a lua tal qual a dona do bordel pedia a cada estrela fria um brilho de aluguel e nuvens lca no mata borrcao do cceu chupavam manchas torturadas que sufoco  louco  o bcebado com chapceu coco fazia irrevercencias mil pra noite do brasil  meu brasil que sonha com a volta do irmcao do henfil com tanta gente que partiu num rabo de foguete chora a nossa pcatria  mcae gentil choram marias e clarisses no solo do brasil mas sei que uma dor assim pungente ncao hca de ser inutilmente a esperancca dancca na corda bamba de sombrinha e em cada passo dessa linha pode se machucar azar  a esperancca equilibrista sabe que o show de todo artista tem que continuar'
'farinhada','luiz gonzaga','tava na penera eu tava penerando eu tava de namoro eu tava namorando tava na penera eu tava penerando eu tava de namoro eu tava namorando na farinhada lca na serra do teixeira namorei uma cabocla nunca vi tcao feiticeira a meninada descascava a macaxeira zce miguce no caititu eu e ela na penera tava na penera eu tava penerando eu tava de namoro eu tava namorando tava na penera eu tava penerando eu tava de namoro eu tava namorando o vento dava sacudia a cabelera levantava a saia dela no balancco da penera fechei os coio e o vento foi soprando quando deu um ridimuinho sem querer tava espiando tava na penera eu tava penerando eu tava de namoro eu tava namorando tava na penera eu tava penerando eu tava de namoro eu tava namorando de madrugada ncos fiquemo ali sozinho o pai dela soube disso deu de perna no caminho chegando lca atce riu da brincadeira ncos tava namorando eu e ela na penera tava na penera eu tava penerando eu tava de namoro eu tava namorando tava na penera eu tava penerando eu tava de namoro eu tava namorando tava na penera eu tava penerando eu tava de namoro eu tava namorando'
'acontecimentos','marina lima','eu espero acontecimentos sco que quando anoitece ce festa no outro apartamento todo amor vale o quanto brilha e aci o meu ainda brilhava brilho de jcoia e de fantasia o que que hca com ncos dois  amor  me responda depois me diz por onde vocce me prende por onde foge e o que pretende de mim era fcacil nem dca pra esquecer e eu nem sabia como era feliz de ter vocce como pcode queimar nosso filme um longe do outro morrendo de tcedio e de cicumes o que que hca com ncos dois amor  me responda depois me diz por onde vocce me prende por onde foge e o que pretende de mim'
'preciso me encontrar','marisa monte','deixe me ir preciso andar vou por aci a procurar rir pra ncao chorar quero assistir ao sol nascer ver as caguas dos rios correr ouvir os pcassaros cantar eu quero nascer  quero viver deixe me ir preciso andar vou por aci a procurar rir pra ncao chorar se algucem por mim perguntar diga que eu sco vou voltar quando eu me encontrar quero assistir ao sol nascer ver as caguas dos rios correr ouvir os pcassaros cantar eu quero nascer  quero viver deixe me ir preciso andar vou por aci a procurar rir pra ncao chorar se algucem por mim perguntar diga que eu sco vou voltar quando eu me encontrar quando eu me encontrar quando eu me encontrar depois que eu me encontrar quando eu me encontrar depois  depois que eu me encontrar quando eu me encontrar depois  depois depois que eu me encontrar'
'cantiga de amigo','geraldo azevedo','lca na casa dos carneiros onde os violeiros vcao cantar louvando vocce em cantiga de amigo cantando comigo somente porque vocce ce minha amiga mulher lua nova do cceu que jca ncao me quer dezesete ce a minha conta vem minha amiga e conta uma coisa linda pra mim conta os fios dos teus cabelos sonhos e anelos conta me se o amor ncao tem fim madre amiga ce ruim me mentiu jurando amor que ncao tem fim lca na casa dos carneiros sete candeeiros iluminam a sala de amor sete violas sem clamores sete cantadores scao sete tiranas de amor pra amiga em flor qui partiu e atce hoje ncao voltou dezessete ce minha conta vem minha amiga e conta uma coisa linda pra mim pois na casa dos carneiros violas e violeiros sco vivem clamando assim madre amiga ce ruim me mentiu jurando amor que ncao tem fim '
'vento de maio','lco borges','vento de maio rainha de raio estrela cadente chegou de repente o fim da viagem agora jca ncao dca mais pra voltar atrcas rainha de maio valeu o teu pique apenas para chover no meu piquenique assim meu sapato coberto de barro apenas pra ncao parar nem voltar atrcas chegou de repente o fim da viagem agora jca ncao dca mais    vento de raio rainha de maio estrela cadente chegou de repente o fim da viagem agora jca ncao dca mais pra voltar atrcas rainha de maio valeu o teu pique apenas para chover no meu piquenique assim meu sapato coberto de barro apenas pra ncao parar nem voltar atrcas rainha de maio valeu o teu pique apenas para chover    nisso eu escuto no rcadio do carro a nossa cancccao sol girassol e meus olhos abertos pra outra emocccao e quase que eu me esqueci que o tempo ncao pcara nem vai esperar vento de maio rainha dos raios de sol vca no teu pique estrela cadente atce nunca mais ncao te maltrates nem tentes voltar o que ncao tem mais vez nem lembro teu nome nem sei estrela qualquer lca no fundo do mar vento de maio rainha dos raios de sol chegou de repente o fim da viagem agora jca ncao dca mais pra voltar atrcas rainha de maio valeu o teu pique apenas para chover no meu piquenique assim meu sapato coberto de barro apenas pra ncao parar nem voltar atrcas rainha de maio valeu o teu pique apenas para chover no meu piquenique   '
'dezessete e setecentos','luiz gonzaga','eu lhe dei vinte mil rceis prca pagar trces e trezentos vocce tem que me voltar dezesseis e setecentos  dezessete e setecentos  dezesseis e setecentos     mas se eu lhe dei vinte mil rceis prca pagar trces e trezentos vocce tem que me voltar dezesseis e setecentos  mas dezesseis e setecentos  dezesseis e setecentos  porque dezesseis e setecentos  dezesseis e setecentos     mas se eu lhe dei vinte mil rceis prca pagar trces e trezentos vocce tem que me voltar dezesseis e setecentos  mas dezesseis e setecentos  dezesseis e setecentos  dezesseis e setecentos  dezesseis e setecentos     sou diplomata freqc¼entei academia conhecco geografia sei atce multiplicar dei vinte mango prca pagar trces e trezentos dezessete e setecentos vocce tem que me voltar    ce dezessete e setecentos  ce dezesseis e setecentos  ce dezessete e setecentos  ce dezesseis e setecentos  mas se eu lhe dei vinte mil rceis prca pagar trces e trezentos vocce tem que me voltar dezesseis e setecentos  mas dezesseis e setecentos  dezesseis e setecentos     mas olha aqui se eu lhe dei vinte mil rceis prca pagar trces e trezentos vocce tem que me voltar dezesseis e setecentos  mas dezesseis e setecentos  dezesseis e setecentos  mas dezesseis e setecentos  dezesseis e setecentos     eu acho bom vocce tirar os nove fora evitar que eu vca embora e deixe a conta sem pagar eu jca lhe disse que essa droga estca errada vou buscar a tabuada e volto aqui prca lhe provar    vocce tem que me voltar dezesseis e setecentos  ce dezessete e setecentos  ce dezesseis e setecentos     mas se lhe dei vinte mil rceis prca pagar trces e trezentos vocce tem que me voltar dezesseis e setecentos  porque dezesseis e setecentos  dezesseis e setecentos     mas rapaz olha aqui se eu lhe dei vinte mil rceis prca pagar trces e trezentos vocce tem que me voltar dezesseis e setecentos  mas ce dezesseis e setecentos  dezesseis e setecentos     mas se lhe dei vinte mil rceis prca pagar trces e trezentos vocce tem que me voltar dezesseis e setecentos  mas dezesseis e setecentos  dezesseis e setecentos  porque dezesseis e setecentos  dezesseis e setecentos     ncao  pera aci mas se lhe dei vinte mil rceis prca pagar trces e trezentos vocce tem que me voltar dezesseis e setecentos  mas porque dezesseis e setecentos  dezesseis e setecentos     mas olha aqui rapca dezesseis e setecentos  dezesseis e setecentos  dezesseis e setecentos  mas ncao ce dezessete e setecentos  dezesseis e setecentos  dezesseis e setecentos  dezesseis e setecentos     entcao deixa ce por isso que ncao gosto de discutir com gente ignorante por isso ce que o brasil ncao  progrede  nisso   '
'terral','ednardo','eu venho das dunas brancas onde eu queria ficar deitando os olhos cansados por onde a vida alcanccar meu cceu ce pleno de paz sem chaminces ou fumacca no peito enganos mil na terra ce pleno abril no peito enganos mil na terra ce pleno abril eu tenho a mcao que aperreia eu tenho o sol e areia eu sou da amcerica  sul da amcerica south america eu sou a nata do lixo  eu sou o luxo da aldeia eu sou do cearca aldeia  aldeota estou batendo na porta pra lhe aperrica prca lhe aperrica  prca lhe aperrica eu sou a nata do lixo  eu sou o luxo da aldeia eu sou do cearca a praia do futuro  o farol velho e o novo scao os olhos do mar scao os olhos do mar  scao os olhos do mar o velho que apagado  o novo que espantado vento a vida espalhou luzindo na madrugada  braccos  corpos suados na praia fazendo amor'
'da cor do pecado','luciana mello','esse corpo moreno cheiroso e gostoso que vocce tem ce um corpo delgado da cor do pecado que faz tcao bem esse beijo molhado  escandalizado que vocce me deu tem sabor diferente que a boca da gente jamais esqueceu quando vocce me responde umas coisas com gracca a vergonha se esconde porque se revela a maldade da racca esse cheiro de mato tem cheiro de fato  saudade  tristeza essa simples beleza  teu corpo moreno  moreno enlouquece e eu ncao sei nem porque sco sinto na vida o que vem de vocce esse corpo moreno cheiroso e gostoso que vocce tem ce um corpo delgado da cor do pecado que faz tcao bem esse beijo molhado  escandalizado que vocce me deu tem sabor diferente que a boca da gente jamais esqueceu tem sabor diferente que a boca da gente jamais esqueceu eu ncao sei bem porque sco sinto na vida o que vem de vocce'
'ouricco','juliano holanda','que descuido meu pisar nos teus espinhos ce essa mania minha de olhar pro cceu com a cabecca ao lceu voando sem asa vez ou outra esbarro nos mcoveis da casa e outra vez tropecco nos prcoprios caminhos que descuido meu pisar nos teus espinhos que descuido meu pisar nos teus espinhos  je n aurais jamais du fouler tes cepines  ce essa mania minha de olhar pro cceu  c est mon habitude de contempler le ciel  com a cabecca ao lceu voando sem asa  avec la tcete en l air  qui vole sans ailes  vez ou outra esbarro nos mcoveis da casa  des fois je dcerape et tombe sur nos meubles  e outra vez tropecco nos prcoprios caminhos  d autres fois je bute  sur notre routine  que descuido meu pisar nos teus espinhos  je n aurais jamais du fouler tes cepines '
'noite dos mascarados','chico buarque','  quem ce vocce    adivinha  se gosta de mim  hoje os dois mascarados procuram os seus namorados perguntando assim    quem ce vocce  diga logo      que eu quero saber o seu jogo      que eu quero morrer no seu bloco      que eu quero me arder no seu fogo    eu sou seresteiro  poeta e cantor    o meu tempo inteiro sco zombo do amor    eu tenho um pandeiro    sco quero um violcao    eu nado em dinheiro    ncao tenho um tostcao  fui porta estandarte  ncao sei mais danccar    eu  modcestia ca parte  nasci pra sambar    eu sou tcao menina      meu tempo passou      eu sou colombina    eu sou pierrco  mas ce carnaval  ncao me diga mais quem ce vocce  amanhca tudo volta ao normal  deixa a festa acabar  deixa o barco correr  deixa o dia raiar  que hoje eu sou da maneira que vocce me quer  o que vocce pedir eu lhe dou  seja vocce quem for  seja o que deus quiser  seja vocce quem for  seja o que deus quiser '
'errare humanum est','jorge ben jor','lca lca lca tem uns dias que eu acordo pensando e querendo saber de onde vem o nosso impulso de sondar o espacco a comeccar pelas sombras sobre as estrelas las las las e depensar que eram os deuses astronautas e que se pode voar sozinho atce as estrelas las las ou antes dos tempos conhecidos conhecidos vieram os deuses de outras galcaxias xias xias ou de um planeta de possibilidades impossciveis e de pensar que ncao somos os primeiros seres terrestres pois ncos herdamos uma herancca ccosmica errare humanum est errare humanum est nem deuses nem astronautas co co co co eram os deuses astronautas lca lca lca lca nem deuses nem astronautas co co co co eram os deuses astronautas lca lca lca lca eram os deuses astronautas nca nca nca nca nca dez nca nca nca nca nca nove nca nca nca nca nca oito nca nca nca nca nca sete nca nca nca nca nca seis nca nca nca nca nca cinco nca nca nca nca nca trces nca nca nca nca nca dois nca nca nca nca nca um nca nca nca nca nca zero'
'caminhos de sol','zizi possi','sem vocce a vida pode parecer um porto alcem de mim coracccao sangrando caminhos de sol no fim nada resta mas o fruto que se tem ce o bastante pra querer um minuto alcem do que eu possa andar com vocce te amo e o tempo ncao varreu isso de mim por isso estou partido e tcao forte assim o amor fez parte de tudo que nos guiou na inoccencia cega no risco das palavras e atce no risco da palavra amor nada resta mas o fruto que se tem ce o bastante pra querer um minuto alcem do que eu possa andar com vocce te amo e o tempo ncao varreu isso de mim por isso estou partido e tcao forte assim o amor fez parte de tudo que nos guiou na inoccencia cega no risco das palavras e atce no risco da palavra amor o amor fez parte de tudo que nos guiou na inoccencia cega no risco das palavras e atce no risco da palavra amor'
'tieta','caetano veloso','todo dia ce o mesmo dia a vida ce tcao tacanha nada novo sob o sol tem que se esconder no escuro quem na luz se banha por debaixo do lenccol    nessa terra a dor ce grande a ambicccao pequena carnaval e futebol quem ncao finge quem ncao mente quem mais goza e pena ce que serve de farol    existe algucem em ncos em muitos dentre ncos esse algucem que brilha mais do que milhcoes de scois e que a escuridcao conhece tambcem    existe algucem aqui fundo no fundo de vocce de mim que grita para quem quiser ouvir quando canta assim    toda noite ce a mesma noite a vida ce tcao estreita nada de novo ao luar todo mundo quer saber com quem vocce se deita nada pode prosperar    ce domingo  ce fevereiro ce sete de setembro futebol e carnaval nada muda  ce tudo escuro atce onde eu me lembro uma dor que ce sempre igual    existe algucem em ncos em muitos dentre ncos esse algucem que brilha mais do que milhcoes de scois e que a escuridcao conhece tambcem    existe algucem aqui fundo no fundo de vocce de mim que grita para quem quiser ouvir quando canta assim    ceta  ceta  ceta  ceta ce a lua  ce o sol ce a luz de ticeta ceta  ceta     2x  existe algucem em ncos em muitos dentre ncos esse algucem que brilha mais do que milhcoes de scois e que a escuridcao conhece tambcem    existe algucem aqui fundo no fundo de vocce de mim que grita para quem quiser ouvir quando canta assim    toda noite ce a mesma noite a vida ce tcao estreita nada de novo ao luar todo mundo quer saber com quem vocce se deita nada pode prosperar    ce domingo  ce fevereiro ce sete de setembro futebol e carnaval nada muda  ce tudo escuro atce onde eu me lembro uma dor que ce sempre igual    existe algucem em ncos em muitos dentre ncos esse algucem que brilha mais do que milhcoes de scois e que a escuridcao conhece tambcem    existe algucem aqui fundo no fundo de vocce de mim que grita para quem quiser ouvir quando canta assim    ceta ceta  ceta  ceta ce a lua  ce o sol ce a luz de ticeta ceta  ceta     4x '
'marinheiro sco','caetano veloso','eu ncao sou daqui marinheiro sco eu ncao tenho amor marinheiro sco eu sou da bahia marinheiro sco de scao salvador marinheiro sco lca vem  lca vem marinheiro sco como ele vem faceiro marinheiro sco todo de branco marinheiro sco com o seu bonezinho marinheiro sco co  marinheiro marinheiro marinheiro sco co  quem te ensinou a nadar marinheiro sco ou foi o tombo do navio marinheiro sco ou foi o balancco do mar marinheiro sco'
'os alquimistas estcao chegando','jorge ben jor','oh  oh  oh  oh  oh  oh  oh  oh  oh  oh  oh  oh     os alquimistas estcao chegando estcao chegando os alquimistas    2x  oh  oh  oh  oh  oh  oh  oh  oh  oh  oh  oh  oh  ceh  ceh  ceh  ceh     eles scao discretos e silenciosos moram bem longe dos homens escolhem com carinho a hora e o tempo do seu precioso trabalho    scao pacientes  assciduos e perseverantes executam segundo as regras hermceticas desde a trituracccao  a fixacccao a destilacccao e a coagulacccao    trazem consigo  cadinhos vasos de vidro potes de loucca todos bem e iluminados evitam qualquer relacccao com pessoas de temperamento scordido de temperamento scordido de temperamento scordido de temperamento scordido    ceh  ceh  ceh  ceh  ceh  ceh  ceh  ceh     os alquimistas estcao chegando estcao chegando os alquimistas    2x  oh  oh  oh  oh  oh  oh  oh  oh  oh  oh  oh  oh  oh  oh  oh  oh    '
'quero','carlos drummond de andrade','quero que todos os dias do ano todos os dias da vida de meia em meia hora de 5 em 5 minutos me digas  eu te amo  ouvindo te dizer  eu te amo  creio  no momento  que sou amado  no momento anterior e no seguinte  como sabce lo  quero que me repitas atce a exaustcao que me amas que me amas que me amas  do contrcario evapora se a amacccao pois ao ncao dizer  eu te amo  desmentes apagas teu amor por mim  exijo de ti o perene comunicado  ncao exijo sencao isto  isto sempre  isto cada vez mais  quero ser amado por e em tua palavra nem sei de outra maneira a ncao ser esta de reconhecer o dom amoroso  a perfeita maneira de saber se amado  amor na raiz da palavra e na sua emisscao  amor saltando da lcingua nacional  amor feito som vibracccao espacial  no momento em que ncao me dizes  eu te amo  inexoravelmente sei que deixaste de amar me  que nunca me amastes antes  se ncao me disseres urgente repetido eu te amoamoamoamoamo  verdade fulminante que acabas de desentranhar  eu me precipito no caos  essa colecccao de objetos de ncao amor '
'tempo rei','gilberto gil','ncao me iludo tudo permanecerca do jeito que tem sido transcorrendo transformando tempo e espacco navegando todos os sentidos    pcaes de acccucar corcovados fustigados pela chuva e pelo eterno vento    cagua mole pedra dura tanto bate que ncao restarca nem pensamento    tempo rei  oh tempo rei  oh tempo rei  transformai as velhas formas do viver ensinai me oh pai  o que eu  ainda ncao sei mcae senhora do perpcetuo socorrei     pensamento  mesmo o fundamento singular do ser humano de um momento  para o outro poderca ncao mais fundar nem gregos  nem baianos    mcaes zelosas pais corujas vejam como as caguas de repente ficam sujas    ncao se iludam ncao me iludo tudo agora mesmo pode estar por um segundo    tempo rei  oh tempo rei  oh tempo rei  transformai as velhas formas do viver ensinai me oh pai  o que eu  ainda ncao sei mcae senhora do perpcetuo socorrei     2x '
'do it','lenine','tca cansada  senta se acredita  tenta se tca frio  esquenta se tca fora  entra se pediu  aguenta se pediu  aguenta se sujou  cai fora se dca pce  namora tca doendo  chora tca caindo  escora ncao tca bom  melhora ncao tca bom  melhora se aperta  grite se tca chato  agite se ncao tem  credite se foi falta  apite se ncao ce  imite se ce do mato  amanse trabalhou  descanse se tem festa  dance se tca longe  alcance use sua chance use sua chance hce hco  hum  nanananca  hce hco  hum  nanananca  hce hco  hum  nanananca  hce hco   hum  se tca puto  quebre tca feliz  requebre se venceu  celebre se tca velho  alquebre corra atrcas da lebre corra atrcas da lebre se perdeu  procure se ce seu  segure se tca mal  se cure se ce verdade  jure quer saber  apure quer saber  apure se sobrou  congele se ncao vai  cancele se ce inocente  apele escravo  se rebele nunca se atropele se escreveu  remeta engrossou  se meta e quer dever  prometa pra moldar  derreta ncao se submeta ncao se submeta hce hco  hum  nanananca  hce hco  hum  nanananca  hce hco  hum  nanananca  hce hco  hum  hce hco  hum  nanananca  hce hco  hum  nanananca  hce hco  hum  nanananca  hce hco  hum  tca cansada  senta se acredita  tenta e se ta frio  esquenta se ta fora  entra se pediu  aguenta se pediu  aguenta e quer dever  prometa pra moldar  derreta ncao se submeta    e se ta mal  se cure se ce verdade  jure quer saber  apure tca doendo  chora tca caindo  escora ncao tca bom melhora e se frio  esquenta se ta fora  entra se pediu aguenta se pediu aguenta hce hco  hum  nanananca  hce hco  hum  nanananca  hce hco  hum  nanananca  hce hco   hum '
'rua ramalhete','tavito','sem querer fui me lembrar de uma rua e seus ramalhetes  o amor anotado em bilhetes  daquelas tardes  no muro do sacrce coeur  de uniforme e olhar de rapina  nossos bailes no clube da esquina  quanta saudade  muito prazer  vamos danccar que eu vou falar no seu ouvido coisas que vcao fazer vocce tremer dentro do vestido  vamos deixar tudo rolar  e o som dos beatles na vitrola  serca que algum dia eles vcem aci cantar as cancccoes que a gente quer ouvir '
'acorda amor','chico buarque','acorda  amor eu tive um pesadelo agora sonhei que tinha gente lca fora batendo no portcao  que aflicccao era a dura  numa muito escura viatura minha nossa santa criatura chame  chame  chame lca chame  chame o ladrcao  chame o ladrcao acorda  amor ncao ce mais pesadelo nada tem gente jca no vcao de escada fazendo confuscao  que aflicccao scao os homens e eu aqui parado de pijama eu ncao gosto de passar vexame chame  chame  chame chame o ladrcao  chame o ladrcao se eu demorar uns meses convcem  cas vezes  vocce sofrer mas depois de um ano eu ncao vindo ponha a roupa de domingo e pode me esquecer acorda  amor que o bicho ce brabo e ncao sossega se vocce corre  o bicho pega se fica ncao sei ncao atencccao  ncao demora dia desses chega a sua hora ncao discuta ca toa  ncao reclame clame  chame lca  chame  chame chame o ladrcao  chame o ladrcao  chame o ladrcao  ncao esquecca a escova  o sabonete e o violcao '
'temporada das flores','leoni','que saudade agora me aguardem chegaram as tardes de sol a pino pelas ruas  flores e amigos me encontram vestindo meu melhor sorriso eu passei um tempo andando no escuro procurando ncao achar as respostas eu era a causa e a sacida de tudo e eu cavei como um tcunel meu caminho de volta me espera amor que estou chegando depois do inverno a vida em cores me espera amor nossa temporada das flores eu te trago um milhcao de presentes que eu achava que jca tinha perdido mas estavam na mesma gaveta que o calor das pessoas e o amor pela vida me espera estou chegando com fome preparando o campo e a alma pra as flores e quando ouvir algucem falar no meu nome eu te juro que pode acreditar nos rumores me espera amor que estou chegando depois do inverno a vida em cores me espera amor nossa temporada das flores me espera amor que estou chegando depois do inverno ce a vida em cores me espera amor nossa temporada das flores me espera amor que estou chegando depois do inverno ce a vida em cores espera amor nossa temporada das flores me espera amor que estou chegando depois do inverno ce a vida em cores espera amor nossa temporada das flores'
'cafce a dois','ana larousse','vou guardar os teus soluccos mais delicados teus olhos e teus casacos de fio vou guardar os teus sorrisos apaixonados teu jeitinho de sozinho sorrir  mesmo quando sco faz frio vou guardar os teus cabelos tcao bagunccados ca noitinha antes da gente ir dormir vou guardar tuas vitcorias e os teus pecados e as histcorias que eu gostava de ouvir naquelas tardes de sol  nas manhcas de sol e eu vou guardar tuas manias e os teus errados teus trejeitos e as covinhas ao rir vou guardar os teus sossegos mais agitados teu jeitinho de me fazer sorrir mesmo quando ncao faz sol  ncao faz sol e quando eu ncao lembrar de mais nada nem das rugas  nem dos anos nem dos nomes  e nem do frio vou querer te contar como foi o meu dia e passear te dizer o que eu quero pro jantar descansar desse dom de viver sco pras lembranccas por ncao ter mais nada pra guardar vou poder me sentar enfim e tomar esse cafce a dois pra nunca mais vivce lo sco depois'
'lounge','maria gadcu','vamos prum lounge beber um vinho safra ruim e conversar sobre a tv vamos pra longe sem se tocar os olhos vcao se encontrar e se perder  refrcao  eu e vocce assim de perto dca pra eu me perder de vez nas tuas tintas me dce uma noite  um pouco da manhca sco pra eu sacar se os olhos mudam de cor  2x  vamos entrar a minha casa ncao ce quente trago um vermelho pra esquentar vamos suar com o veneno da serpente que eu roubei pra te picar  refrcao  eu e vocce assim de perto dca pra eu me perder de vez nas tuas tintas me dce uma noite  um pouco da manhca sco pra eu sacar se os olhos mudam de cor vamos prum lounge  '
'milho aos pombos','zce geraldo','enquanto esses comandantes loucos ficam por aci queimando pestanas organizando suas batalhas os guerrilheiros nas alcovas preparando na surdina suas mortalhas a cada conflito mais escombros isso tudo acontecendo e eu aqui na pracca dando milho aos pombos isso tudo acontecendo e eu aqui na pracca dando milho aos pombos entra ano  sai ano  cada vez fica mais difcicil o pcao  o arroz  o feijcao  o aluguel uma nova corrida do ouro o homem comprando da sociedade o seu papel quando mais alto o cargo maior o rombo isso tudo acontecendo e eu aqui na pracca dando milho aos pombos isso tudo acontecendo e eu aqui na pracca dando milho aos pombos isso tudo acontecendo e eu aqui na pracca dando milho aos pombos isso tudo acontecendo e eu aqui na pracca dando milho aos pombos eu dando milho aos pombos no frio desse chcao eu sei tanto quanto eles se bater asas mais alto voam como gavicao tiro ao homem tiro ao pombo quanto mais alto voam maior o tombo eu jca nem sei o que mata mais se o trcansito  a fome ou a guerra se chega algucem querendo consertar vem logo a ordem de cima pega esse idiota e enterra todo mundo querendo descobrir seu ovo de colombo isso tudo acontecendo e eu aqui na pracca dando milho aos pombos isso tudo acontecendo e eu aqui na pracca dando milho aos pombos'
'qui nem jilco','gonzaguinha','se a gente lembra sco por lembrar do amor que a gente um dia perdeu saudade intce que assim ce bom pro cabra se convencer que ce feliz sem saber pois ncao sofreu porcem  se a gente vive a sonhar com algucem que se deseja rever saudade intonce aci ce ruim eu tiro isso por mim que vivo doido a sofrer ai  quem me dera voltar pros braccos do meu xodco saudade assim faz roer amarga que nem jilco mas ningucem pode dizer que vivo triste a chorar saudade  meu remcedio ce cantar saudade  meu remcedio ce cantar'
'danado de bom','luiz gonzaga','tca ce danado de bom tca danado de bom meu compade tca ce danado de bom forrozinho bonitinho gostosinho  safadinho danado de bom olha o natamira na zabumba o zce cupira no tricangulo e mariano no gonguce olha meu compadre na viola meu sobrinho na manola e cipriano no melce olha a meninada nas cuice tca sobrando capilce e jca tem bcebo pra danca tem nego grudado que nem piolho tem nega piscando o olho me chamando pra danccar tem nego grudado que nem piolho tem nega piscando o olho me chamando pra danccar e eu vco lca tca ce danado de bom tca danado de bom meu compade tca ce danado de bom forrozinho bonitinho gostosinho  safadinho danado de bom tca  que forrozinho de primeira jca num cabe forrozeiro e cada vez chegando mais tca  da cozinha pro terreiro sanfoneiro  zabumbeiro pra frente e pra trcas olha meu compadre damicao pode apagar o lampicao que tca querendo clarear agc¼enta o fole meu compadre bororco que esse ce o tipo de forrco que ncao tem hora pra parar tca ce danado de bom tca danado de bom meu compade tca ce danado de bom forrozinho bonitinho gostosinho  safadinho danado de bom'
